ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
275,1.760184,0.272727,0.499598,0.333333,0.453820
276,1.755618,0.275362,0.499598,0.333333,0.455285
277,1.751084,0.277978,0.499598,0.333333,0.456517
278,1.746583,0.280576,0.499598,0.333333,0.458001
279,1.742115,0.283154,0.499598,0.333333,0.460552
280,1.737679,0.285714,0.499598,0.333333,0.461797
281,1.733274,0.288256,0.499598,0.333333,0.463225
282,1.728901,0.290780,0.499598,0.333333,0.464420
283,1.724558,0.293286,0.499598,0.333333,0.465579
284,1.720245,0.295775,0.499598,0.333333,0.469197
285,1.715963,0.298246,0.499598,0.333333,0.471256
286,1.711711,0.300699,0.499598,0.333333,0.472487
287,1.707489,0.303136,0.499598,0.333333,0.473789
288,1.703296,0.305556,0.499598,0.333333,0.475091
289,1.699132,0.307958,0.499598,0.333333,0.476486
290,1.694997,0.310345,0.499598,0.333333,0.477742
291,1.690890,0.312715,0.499598,0.333333,0.479010
292,1.686811,0.315068,0.499598,0.333333,0.480222
293,1.682760,0.317406,0.499598,0.333333,0.481390
294,1.678737,0.319728,0.499598,0.333333,0.482873
295,1.674741,0.322034,0.499598,0.333333,0.484136
296,1.670772,0.324324,0.499598,0.333333,0.485311
297,1.666829,0.326599,0.499597,0.333333,0.486683
298,1.662913,0.328859,0.499597,0.333333,0.488042
299,1.659024,0.331104,0.499597,0.333333,0.490467
300,1.655160,0.333333,0.499597,0.333333,0.491750
301,1.651320,0.332226,0.499597,0.333333,0.492952
302,1.647503,0.331126,0.499597,0.333333,0.494125
303,1.643712,0.330033,0.499597,0.333333,0.495435
304,1.639946,0.328947,0.499596,0.333333,0.496640
305,1.636207,0.327869,0.499596,0.333333,0.497790
306,1.632493,0.326797,0.499596,0.333333,0.499004
307,1.628801,0.325733,0.499596,0.333333,0.500329
308,1.625134,0.324675,0.499595,0.333333,0.501552
309,1.621486,0.323625,0.499595,0.333333,0.502992
310,1.617865,0.322581,0.499595,0.333333,0.504194
311,1.614270,0.321543,0.499595,0.333333,0.505410
312,1.610696,0.320513,0.499594,0.333333,0.507080
313,1.607143,0.319489,0.499594,0.333333,0.510464
314,1.603610,0.318471,0.499593,0.333333,0.511966
315,1.600106,0.317460,0.499593,0.333333,0.513374
316,1.596624,0.316456,0.499593,0.333333,0.514655
317,1.593163,0.315457,0.499593,0.333333,0.515854
318,1.589724,0.314465,0.499593,0.333333,0.517098
319,1.586307,0.313480,0.499593,0.333333,0.518777
320,1.582911,0.312500,0.499593,0.333333,0.520125
321,1.579536,0.311526,0.499593,0.333333,0.522506
322,1.576182,0.310559,0.499592,0.333333,0.523718
323,1.572848,0.309598,0.499592,0.333333,0.524901
324,1.569534,0.308642,0.499592,0.333333,0.526082
325,1.566242,0.307692,0.499592,0.333333,0.527767
326,1.562968,0.306748,0.499591,0.333333,0.529096
327,1.559715,0.305810,0.499591,0.333333,0.530508
328,1.556483,0.304878,0.499591,0.333333,0.533591
329,1.553269,0.303951,0.499591,0.333333,0.535277
330,1.550075,0.303030,0.499591,0.333333,0.536666
331,1.546899,0.302115,0.499590,0.333333,0.538549
332,1.543744,0.301205,0.499590,0.333333,0.539758
333,1.540609,0.300300,0.499590,0.333333,0.540968
334,1.537493,0.299401,0.499590,0.333333,0.542438
335,1.534393,0.298507,0.499590,0.333333,0.543639
336,1.531311,0.297619,0.499589,0.333333,0.544816
337,1.528249,0.296736,0.499589,0.333333,0.545997
338,1.525204,0.295858,0.499589,0.333333,0.547603
339,1.522174,0.294985,0.499588,0.333333,0.548791
340,1.519166,0.294118,0.499588,0.333333,0.549979
341,1.516175,0.293255,0.499588,0.333333,0.551427
342,1.513191,0.292398,0.499587,0.333333,0.554294
343,1.510233,0.291545,0.499587,0.333333,0.556757
344,1.507295,0.290698,0.499586,0.333333,0.558769
345,1.504374,0.289855,0.499586,0.333333,0.560018
346,1.501468,0.289017,0.499586,0.333333,0.561198
347,1.498580,0.288184,0.499586,0.333333,0.562713
348,1.495708,0.287356,0.499585,0.333333,0.563911
349,1.492853,0.286533,0.499585,0.333333,0.565162
350,1.490014,0.285714,0.499585,0.333333,0.566661
351,1.487193,0.284900,0.499585,0.333333,0.568076
352,1.484389,0.284091,0.499585,0.333333,0.569288
353,1.481600,0.283286,0.499585,0.333333,0.570570
354,1.478826,0.282486,0.499585,0.333333,0.571758
355,1.476068,0.281690,0.499585,0.333333,0.572981
356,1.473326,0.280899,0.499585,0.333333,0.574575
357,1.470599,0.280112,0.499585,0.333333,0.575809
358,1.467886,0.279330,0.499585,0.333333,0.577280
359,1.465189,0.278552,0.499585,0.333333,0.578867
360,1.462507,0.277778,0.499584,0.333333,0.580060
361,1.459837,0.277008,0.499584,0.333333,0.581268
362,1.457185,0.276243,0.499584,0.333333,0.583125
363,1.454547,0.275482,0.499584,0.333333,0.585059
364,1.451925,0.274725,0.499584,0.333333,0.587618
365,1.449316,0.273973,0.499584,0.333333,0.588825
366,1.446722,0.273224,0.499584,0.333333,0.590154
367,1.444142,0.272480,0.499584,0.333333,0.591408
368,1.441576,0.271739,0.499584,0.333333,0.592763
369,1.439023,0.271003,0.499584,0.333333,0.595804
370,1.436484,0.270270,0.499584,0.333333,0.597719
371,1.433960,0.269542,0.499584,0.333333,0.599450
372,1.431449,0.268817,0.499584,0.333333,0.600689
373,1.428951,0.268097,0.499583,0.333333,0.601886
374,1.426467,0.267380,0.499583,0.333333,0.603629
375,1.423996,0.266667,0.499583,0.333333,0.604844
376,1.421538,0.265957,0.499583,0.333333,0.606448
377,1.419094,0.265252,0.499583,0.333333,0.607717
378,1.416662,0.264550,0.499583,0.333333,0.608921
379,1.414243,0.263852,0.499583,0.333333,0.610286
380,1.411836,0.263158,0.499583,0.333333,0.611542
381,1.409441,0.262467,0.499583,0.333333,0.612806
382,1.407059,0.261780,0.499583,0.333333,0.614915
383,1.404690,0.261097,0.499583,0.333333,0.616217
384,1.402334,0.260417,0.499583,0.333333,0.620846
385,1.399990,0.259740,0.499583,0.333333,0.622054
386,1.397658,0.259067,0.499583,0.333333,0.623426
387,1.395338,0.258398,0.499583,0.333333,0.624959
388,1.393030,0.257732,0.499583,0.333333,0.626147
389,1.390734,0.257069,0.499583,0.333333,0.627506
390,1.388449,0.256410,0.499582,0.333333,0.628686
391,1.386176,0.255754,0.499582,0.333333,0.629897
392,1.383915,0.255102,0.499582,0.333333,0.631130
393,1.381665,0.254453,0.499582,0.333333,0.632459
394,1.379425,0.253807,0.499582,0.333333,0.633818
395,1.377198,0.253165,0.499582,0.333333,0.635344
396,1.374982,0.252525,0.499582,0.333333,0.636664
397,1.372778,0.251889,0.499582,0.333333,0.637856
398,1.370585,0.251256,0.499582,0.333333,0.639125
399,1.368400,0.250627,0.499582,0.333333,0.640409
400,1.366229,0.250000,0.499582,0.333333,0.641568
401,1.364069,0.251870,0.499582,0.333333,0.642985
