ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
205,0.999931,0.243902,0.999948,0.333333,0.088249
206,0.999931,0.242718,0.999948,0.333333,0.088582
207,0.999932,0.241546,0.999948,0.333333,0.088939
208,0.999931,0.240385,0.999948,0.333333,0.089259
209,0.999932,0.239234,0.999948,0.333333,0.089591
210,0.999932,0.238095,0.999948,0.333333,0.089910
211,0.999931,0.236967,0.999948,0.333333,0.090221
212,0.999932,0.235849,0.999948,0.333333,0.090800
213,0.999932,0.234742,0.999948,0.333333,0.091129
214,0.999932,0.233645,0.999948,0.333333,0.091454
215,0.999932,0.232558,0.999948,0.333333,0.091769
216,0.999933,0.231481,0.999948,0.333333,0.092094
217,0.999933,0.230415,0.999948,0.333333,0.092425
218,0.999933,0.229358,0.999948,0.333333,0.092753
219,0.999933,0.228311,0.999948,0.333333,0.093078
220,0.999933,0.227273,0.999948,0.333333,0.093417
221,0.999934,0.226244,0.999948,0.333333,0.093739
222,0.999934,0.225225,0.999948,0.333333,0.094183
223,0.999934,0.224215,0.999948,0.333333,0.094528
224,0.999934,0.223214,0.999948,0.333333,0.094857
225,0.999935,0.222222,0.999948,0.333333,0.095175
226,0.999935,0.221239,0.999948,0.333333,0.095502
227,0.999935,0.220264,0.999948,0.333333,0.095822
228,0.999935,0.219298,0.999948,0.333333,0.096140
229,0.999936,0.218341,0.999948,0.333333,0.097035
230,0.999936,0.217391,0.999948,0.333333,0.098428
231,0.999936,0.216450,0.999948,0.333333,0.098775
232,0.999936,0.215517,0.999948,0.333333,0.099105
233,0.999936,0.214592,0.999948,0.333333,0.099462
234,0.999936,0.213675,0.999948,0.333333,0.099790
235,0.999936,0.212766,0.999948,0.333333,0.100134
236,0.999937,0.211864,0.999948,0.333333,0.100463
237,0.999937,0.210970,0.999948,0.333333,0.100783
238,0.999937,0.210084,0.999948,0.333333,0.101099
239,0.999937,0.209205,0.999948,0.333333,0.101729
240,0.999937,0.208333,0.999948,0.333333,0.102083
241,0.999938,0.207469,0.999948,0.333333,0.102401
242,0.999938,0.206612,0.999948,0.333333,0.102724
243,0.999938,0.205761,0.999948,0.333333,0.103051
244,0.999938,0.204918,0.999948,0.333333,0.103369
245,0.999938,0.204082,0.999948,0.333333,0.103696
246,0.999938,0.203252,0.999948,0.333333,0.104019
247,0.999938,0.202429,0.999948,0.333333,0.104370
248,0.999938,0.201613,0.999948,0.333333,0.104700
249,0.999938,0.200803,0.999948,0.333333,0.105043
250,0.999938,0.200000,0.999948,0.333333,0.105372
251,0.999938,0.203187,0.999948,0.333333,0.106038
252,0.999939,0.206349,0.999948,0.333333,0.106457
253,0.999939,0.209486,0.999948,0.333333,0.110316
254,0.999939,0.212598,0.999948,0.333333,0.110680
255,0.999939,0.215686,0.999948,0.333333,0.111019
256,0.999940,0.218750,0.999948,0.333333,0.111354
257,0.999940,0.221790,0.999948,0.333333,0.111800
258,0.999940,0.224806,0.999948,0.333333,0.112127
259,0.999940,0.227799,0.999948,0.333333,0.112456
260,0.999940,0.230769,0.999948,0.333333,0.112783
261,0.999941,0.233716,0.999948,0.333333,0.113105
262,0.999941,0.236641,0.999948,0.333333,0.114021
263,0.999941,0.239544,0.999948,0.333333,0.114438
264,0.999941,0.242424,0.999948,0.333333,0.114765
265,0.999942,0.245283,0.999948,0.333333,0.115096
266,0.999942,0.248120,0.999948,0.333333,0.115420
267,0.999942,0.250936,0.999948,0.333333,0.115798
268,0.999942,0.253731,0.999948,0.333333,0.116211
269,0.999942,0.256506,0.999948,0.333333,0.116536
270,0.999943,0.259259,0.999948,0.333333,0.116855
271,0.999943,0.261993,0.999948,0.333333,0.117177
272,0.999943,0.264706,0.999948,0.333333,0.117564
273,0.999943,0.267399,0.999948,0.333333,0.117884
274,0.999943,0.270073,0.999948,0.333333,0.118234
275,0.999944,0.272727,0.999948,0.333333,0.118556
276,0.999944,0.275362,0.999948,0.333333,0.118885
277,0.999944,0.277978,0.999948,0.333333,0.119205
278,0.999944,0.280576,0.999948,0.333333,0.119540
279,0.999944,0.283154,0.999948,0.333333,0.119865
280,0.999944,0.285714,0.999948,0.333333,0.120190
281,0.999945,0.288256,0.999948,0.333333,0.120503
282,0.999945,0.290780,0.999948,0.333333,0.120828
283,0.999945,0.293286,0.999948,0.333333,0.121145
284,0.999945,0.295775,0.999948,0.333333,0.121577
285,0.999945,0.298246,0.999948,0.333333,0.121897
286,0.999946,0.300699,0.999948,0.333333,0.122389
287,0.999946,0.303136,0.999948,0.333333,0.122708
288,0.999946,0.305556,0.999948,0.333333,0.123025
289,0.999946,0.307958,0.999948,0.333333,0.123338
290,0.999946,0.310345,0.999948,0.333333,0.123660
291,0.999946,0.312715,0.999948,0.333333,0.124006
292,0.999947,0.315068,0.999948,0.333333,0.124333
293,0.999947,0.317406,0.999948,0.333333,0.124650
294,0.999947,0.319728,0.999948,0.333333,0.124976
295,0.999947,0.322034,0.999948,0.333333,0.125287
296,0.999947,0.324324,0.999948,0.333333,0.125893
297,0.999948,0.326599,0.999948,0.333333,0.126219
298,0.999948,0.328859,0.999948,0.333333,0.126537
299,0.999948,0.331104,0.999948,0.333333,0.126862
300,0.999948,0.333333,0.999948,0.333333,0.127186
301,0.999948,0.332226,0.999948,0.333333,0.127514
302,0.999947,0.331126,0.999948,0.333333,0.128247
303,0.999947,0.330033,0.999948,0.333333,0.129645
304,0.999947,0.328947,0.999948,0.333333,0.129994
305,0.999946,0.327869,0.999948,0.333333,0.130340
306,0.999947,0.326797,0.999948,0.333333,0.130672
307,0.999946,0.325733,0.999948,0.333333,0.131030
308,0.999946,0.324675,0.999948,0.333333,0.131366
309,0.999945,0.323625,0.999947,0.333333,0.131743
310,0.999945,0.322581,0.999947,0.333333,0.132070
311,0.999945,0.321543,0.999947,0.333333,0.132400
312,0.999945,0.320513,0.999947,0.333333,0.132715
313,0.999944,0.319489,0.999947,0.333333,0.133042
314,0.999943,0.318471,0.999947,0.333333,0.133358
315,0.999943,0.317460,0.999947,0.333333,0.133935
316,0.999943,0.316456,0.999947,0.333333,0.134249
317,0.999943,0.315457,0.999947,0.333333,0.134564
318,0.999943,0.314465,0.999947,0.333333,0.134877
319,0.999943,0.313480,0.999947,0.333333,0.135194
320,0.999943,0.312500,0.999947,0.333333,0.135509
