ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
224,1.238479,0.200893,0.385091,0.300000,0.419230
225,1.234960,0.200000,0.385016,0.300000,0.420865
226,1.231474,0.199115,0.384942,0.300000,0.422465
227,1.228008,0.198238,0.384862,0.300000,0.423709
228,1.224572,0.197368,0.384788,0.300000,0.424988
229,1.221156,0.196507,0.384710,0.300000,0.426765
230,1.217773,0.195652,0.384626,0.300000,0.430044
231,1.214417,0.194805,0.384539,0.300000,0.431599
232,1.211090,0.193966,0.384452,0.300000,0.433783
233,1.207783,0.193133,0.384368,0.300000,0.435177
234,1.204487,0.192308,0.384285,0.300000,0.436451
235,1.201226,0.191489,0.384205,0.300000,0.438114
236,1.198016,0.190678,0.384129,0.300000,0.439323
237,1.194818,0.189873,0.384048,0.300000,0.440539
238,1.191654,0.189076,0.383956,0.300000,0.441861
239,1.188497,0.188285,0.383873,0.300000,0.444799
240,1.185360,0.187500,0.383785,0.300000,0.448243
241,1.182243,0.186722,0.383696,0.300000,0.449878
242,1.179158,0.185950,0.383612,0.300000,0.451131
243,1.176095,0.185185,0.383524,0.300000,0.452329
244,1.173065,0.184426,0.383437,0.300000,0.453835
245,1.170042,0.183673,0.383350,0.300000,0.457398
246,1.167048,0.182927,0.383264,0.300000,0.458818
247,1.164072,0.182186,0.383177,0.300000,0.460963
248,1.161122,0.181452,0.383089,0.300000,0.462199
249,1.158194,0.180723,0.383002,0.300000,0.463407
250,1.155281,0.180000,0.382913,0.300000,0.464812
251,1.152087,0.179283,0.382841,0.300000,0.466030
252,1.148960,0.178571,0.382757,0.300000,0.467294
253,1.145815,0.177866,0.382679,0.300000,0.468805
254,1.142701,0.177165,0.382603,0.300000,0.473164
255,1.139595,0.176471,0.382530,0.293333,0.474491
256,1.136505,0.179688,0.382457,0.293333,0.476378
257,1.133485,0.178988,0.382384,0.293333,0.477685
258,1.130438,0.182171,0.382312,0.293333,0.479063
259,1.127443,0.185328,0.382236,0.293333,0.480281
260,1.124433,0.188462,0.382173,0.293333,0.481938
261,1.121433,0.191571,0.382106,0.293333,0.483273
262,1.118475,0.194656,0.382037,0.293333,0.484559
263,1.115519,0.197719,0.381970,0.293333,0.488053
264,1.112614,0.200758,0.381899,0.293333,0.489594
265,1.109709,0.203774,0.381832,0.293333,0.503333
266,1.106813,0.206767,0.381766,0.293333,0.506243
267,1.103934,0.209738,0.381699,0.293333,0.508735
268,1.101090,0.212687,0.381636,0.293333,0.511955
269,1.098263,0.215613,0.381565,0.293333,0.513281
270,1.095505,0.218519,0.381495,0.293333,0.514506
271,1.092702,0.221402,0.381429,0.293333,0.515816
272,1.089924,0.224265,0.381361,0.293333,0.517136
273,1.087155,0.227106,0.381294,0.293333,0.518329
274,1.084409,0.229927,0.381227,0.293333,0.519564
275,1.081679,0.232727,0.381160,0.293333,0.520912
276,1.078959,0.235507,0.381093,0.293333,0.522118
277,1.076262,0.238267,0.381025,0.293333,0.523312
278,1.073578,0.241007,0.380958,0.293333,0.524669
279,1.070917,0.243728,0.380890,0.293333,0.526178
280,1.068262,0.246429,0.380822,0.293333,0.527378
281,1.065627,0.249110,0.380754,0.293333,0.528944
282,1.063036,0.251773,0.380687,0.293333,0.531216
283,1.060441,0.254417,0.380620,0.293333,0.532933
284,1.057859,0.257042,0.380552,0.293333,0.534871
285,1.055306,0.259649,0.380483,0.293333,0.536122
286,1.052752,0.262238,0.380415,0.293333,0.537558
287,1.050230,0.264808,0.380348,0.293333,0.539335
288,1.047707,0.267361,0.380280,0.293333,0.540833
289,1.045198,0.269896,0.380212,0.293333,0.542073
290,1.042704,0.272414,0.380144,0.293333,0.543295
291,1.040230,0.274914,0.380076,0.293333,0.547415
292,1.037766,0.277397,0.380007,0.293333,0.550416
293,1.035328,0.279863,0.379938,0.293333,0.551877
294,1.032898,0.282313,0.379871,0.293333,0.553096
295,1.030488,0.284746,0.379803,0.293333,0.554639
296,1.028081,0.287162,0.379734,0.293333,0.555830
297,1.025706,0.289562,0.379665,0.293333,0.557147
298,1.023326,0.291946,0.379597,0.293333,0.558336
299,1.020973,0.294314,0.379528,0.293333,0.559593
300,1.018623,0.296667,0.379459,0.293333,0.563747
301,1.016437,0.295681,0.379382,0.293333,0.565530
302,1.014260,0.294702,0.379310,0.293333,0.569381
303,1.012094,0.293729,0.379237,0.293333,0.570577
304,1.009941,0.292763,0.379165,0.293333,0.571746
