ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
298,0.146388,0.043624,0.142087,0.000000,0.129491
299,0.146444,0.043478,0.142132,0.000000,0.129745
300,0.146422,0.043333,0.142097,0.000000,0.129998
301,0.146357,0.043189,0.142042,0.000000,0.130284
302,0.146330,0.043046,0.142019,0.000000,0.130857
303,0.146387,0.042904,0.142066,0.000000,0.131204
304,0.146364,0.042763,0.142030,0.000000,0.131502
305,0.146300,0.042623,0.141974,0.000000,0.131804
306,0.146273,0.042484,0.141951,0.000000,0.132098
307,0.146329,0.042345,0.141999,0.000000,0.132397
308,0.146307,0.042208,0.141963,0.000000,0.132701
309,0.146243,0.042071,0.141907,0.000000,0.132994
310,0.146216,0.041935,0.141883,0.000000,0.133291
311,0.146273,0.041801,0.141932,0.000000,0.133588
312,0.146251,0.041667,0.141896,0.000000,0.133889
313,0.146187,0.041534,0.141839,0.000000,0.134185
314,0.146160,0.041401,0.141815,0.000000,0.134746
315,0.146217,0.041270,0.141865,0.000000,0.135048
316,0.146195,0.041139,0.141828,0.000000,0.135345
317,0.146131,0.041009,0.141771,0.000000,0.135655
318,0.146105,0.040881,0.141746,0.000000,0.135960
319,0.146161,0.040752,0.141797,0.000000,0.136265
320,0.146139,0.040625,0.141760,0.000000,0.136580
321,0.146076,0.040498,0.141702,0.000000,0.136923
322,0.146050,0.040373,0.141677,0.000000,0.137227
323,0.146107,0.040248,0.141729,0.000000,0.137613
324,0.146084,0.040123,0.141692,0.000000,0.137967
325,0.146021,0.040000,0.141633,0.000000,0.138294
326,0.145995,0.039877,0.141607,0.000000,0.138855
327,0.146052,0.039755,0.141661,0.000000,0.139153
328,0.146030,0.039634,0.141623,0.000000,0.139471
329,0.145967,0.039514,0.141563,0.000000,0.139770
330,0.145941,0.039394,0.141537,0.000000,0.140080
331,0.145998,0.039275,0.141592,0.000000,0.140419
332,0.145976,0.039157,0.141553,0.000000,0.140748
